IBEX 35
Spain
Null
<TICKER>,<PER>,<DTYYYYMMDD>,<TIME>,<OPEN>,<HIGH>,<LOW>,<CLOSE>,<VOL>,<OPENINT>
^IBEX,D,20030820,000000,7179.40,7195.30,7146.70,7179.80,73800,0
^IBEX,D,20030821,000000,7190.70,7238.80,7189.80,7214.90,93000,0
^IBEX,D,20030822,000000,7204.60,7258.90,7185.00,7205.90,70000,0
^IBEX,D,20030825,000000,7190.00,7190.30,7148.90,7166.40,49600,0
^IBEX,D,20030826,000000,7178.00,7214.70,7111.20,7130.00,66600,0
^IBEX,D,20030827,000000,7170.80,7173.50,7107.60,7143.30,70200,0
^IBEX,D,20030828,000000,7143.20,7207.10,7138.20,7175.10,80600,0
^IBEX,D,20030829,000000,7199.80,7213.10,7104.00,7111.30,115800,0
^IBEX,D,20030901,000000,7156.40,7202.40,7145.80,7194.40,67200,0
^IBEX,D,20030902,000000,7197.10,7220.90,7162.80,7203.90,83800,0
^IBEX,D,20030903,000000,7226.60,7312.20,7226.60,7291.70,148200,0
^IBEX,D,20030904,000000,7273.80,7298.00,7248.90,7265.70,99400,0
^IBEX,D,20030905,000000,7263.50,7286.00,7203.80,7230.60,91400,0
^IBEX,D,20030908,000000,7244.00,7300.20,7234.10,7287.00,88000,0
^IBEX,D,20030909,000000,7312.30,7315.40,7203.90,7220.00,95800,0
^IBEX,D,20030910,000000,7198.00,7212.10,7095.00,7116.00,131000,0
^IBEX,D,20030911,000000,7102.00,7160.30,7081.70,7113.40,89200,0
^IBEX,D,20030912,000000,7142.50,7145.40,7018.70,7022.90,116600,0
^IBEX,D,20030915,000000,7055.60,7086.90,7031.50,7057.60,92800,0
^IBEX,D,20030916,000000,7071.60,7132.20,7046.80,7132.00,92600,0
^IBEX,D,20030917,000000,7167.40,7183.00,7139.00,7146.70,115800,0
^IBEX,D,20030918,000000,7144.90,7195.70,7130.80,7195.70,143000,0
^IBEX,D,20030919,000000,7213.50,7218.70,7090.20,7102.70,209400,0
^IBEX,D,20030922,000000,7068.00,7069.20,6935.40,6953.30,138200,0
^IBEX,D,20030923,000000,6985.90,6986.00,6876.50,6953.10,151400,0
^IBEX,D,20030924,000000,6989.00,6996.60,6892.40,6909.00,146800,0
^IBEX,D,20030925,000000,6850.20,6895.70,6826.80,6895.70,152000,0
^IBEX,D,20030926,000000,6870.50,6891.10,6790.50,6809.40,151600,0
^IBEX,D,20030929,000000,6812.10,6836.30,6738.50,6772.00,103600,0
^IBEX,D,20030930,000000,6798.80,6798.80,6664.70,6703.60,171800,0
^IBEX,D,20031001,000000,6722.30,6751.00,6701.70,6751.00,137400,0
^IBEX,D,20031002,000000,6828.10,6840.70,6733.60,6762.40,143600,0
^IBEX,D,20031003,000000,6768.80,6922.30,6767.20,6922.30,144800,0
